# Construct											
#OTU ID	W1	F1	F2	W2	taxonomy						
Otu3376	1	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium_caeni
Otu7343	0	0	0	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 Coprococcus_eutactus
Otu3377	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu4894	0	0	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales			
Otu3375	0	4	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	 Clostridium_argentinense
Otu3118	0	2	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu3119	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Singulisphaera	
Otu3112	9	4	3	8	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu3113	1	0	1	0	Bacteria						
Otu3110	3	5	2	0	Bacteria	 Chloroflexi	 Ktedonobacteria				
Otu3111	2	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu3116	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu3117	0	0	3	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu3114	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Sandaracinaceae	 Sandaracinus	 Sandaracinus_amylolyticus
Otu3115	0	2	2	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu2304	42	44	48	37	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu2305	0	0	2	0	Bacteria						
Otu2306	4	7	6	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Pseudoduganella	 Pseudoduganella_violaceinigra
Otu2307	0	1	0	0	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	
Otu2300	0	3	3	1	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	
Otu2301	0	4	5	0	Bacteria						
Otu2302	1	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales			
Otu2303	0	0	0	0	Bacteria						
Otu2308	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu2309	0	0	2	0	Bacteria						
Otu2249	0	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2248	2	1	0	1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 Hyphomicrobium_hollandicum
Otu2241	7	23	28	5	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2240	2	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2243	2	0	0	5	Bacteria						
Otu2242	6	1	6	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu2245	0	0	0	0	Bacteria						
Otu2244	0	3	3	0	Bacteria	 Chloroflexi					
Otu2247	0	0	1	1	Bacteria	 Bacteroidetes					
Otu2246	2	2	1	0	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 bacterium_Ellin5102
Otu3596	0	0	0	0	Bacteria						
Otu3597	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Hydrogenispora	 Hydrogenispora_ethanolica
Otu3594	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu3595	0	0	0	0	Bacteria						
Otu3592	0	3	3	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu3593	0	3	3	0	Bacteria						
Otu3590	0	0	1	0	Bacteria						
Otu3591	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Paludibaculum	 Paludibaculum_fermentans
Otu5213	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu5212	0	1	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu5211	0	2	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu5210	0	0	0	0	Bacteria						
Otu5217	0	1	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu5216	1	0	4	0	Bacteria						
Otu5215	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_2	 Oceanobacillus	 Oceanobacillus_oncorhynchi
Otu5214	4	2	0	2	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu6090	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu6091	1	0	0	2	Bacteria						
Otu5219	3	0	2	7	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5218	31	9	5	18	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales			
Otu6094	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerobacterium	 Anaerobacterium_chartisolvens
Otu6095	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu6096	0	0	0	0	Bacteria	 Planctomycetes					
Otu6097	0	0	0	0	Bacteria						
Otu2937	2	0	0	2	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu4031	5	6	6	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu2935	4	0	0	13	Bacteria						
Otu4033	1	2	3	1	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu2933	0	1	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu2932	2	0	0	29	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu2931	0	0	1	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu4037	0	0	0	0	Bacteria						
Otu4038	2	12	13	2	Bacteria	 Actinobacteria	 Actinobacteria				
Otu4039	3	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2939	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu2938	0	0	0	0	Bacteria	 Bacteroidetes					
Otu6542	0	5	8	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Thermoactinomycetaceae	 Thermoactinomyces	 Thermoactinomyces_intermedius
Otu6543	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	
Otu6540	0	0	0	0	Bacteria	 Fibrobacteres	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 Fibrobacter	 Fibrobacter_intestinalis
Otu6541	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales		
Otu6546	0	0	1	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Gemmata	 Gemmata_obscuriglobus
Otu6547	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu6544	0	0	1	0	Bacteria	 Verrucomicrobia					
Otu6545	0	0	0	0	Bacteria	 Verrucomicrobia					
Otu6548	0	0	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Oscillochloridaceae	 Oscillochloris	 Oscillochloris_trichoides
Otu6549	0	0	0	0	Bacteria						
Otu3688	0	1	1	0	Bacteria						
Otu3689	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu3682	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	
Otu3683	1	0	0	2	Bacteria	 Planctomycetes					
Otu3680	0	2	1	0	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Caldilinea	 Caldilinea_aerophila
Otu3681	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu3686	2	0	0	5	Bacteria	 Chloroflexi					
Otu3687	0	0	0	0	Bacteria						
Otu3684	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu3685	9	0	0	15	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Acidobacterium	 Acidobacterium_capsulatum
Otu3413	0	1	0	0	Bacteria	 Proteobacteria					
Otu7274	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu3412	0	0	0	0	Bacteria	 Chloroflexi	 Thermomicrobia				
Otu4371	0	0	0	0	Bacteria	 Chloroflexi					
Otu8474	0	0	0	0	Bacteria						
Otu8475	0	1	0	0	Bacteria						
Otu8476	1	0	0	1	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Dialister	 Dialister_micraerophilus
Otu4370	0	3	1	0	Bacteria	 Firmicutes					
Otu8470	0	0	0	2	Bacteria						
Otu8471	0	0	1	0	Bacteria						
Otu8472	0	0	0	1	Bacteria						
Otu8473	3	0	2	0	Bacteria	 Proteobacteria					
Otu3417	0	0	0	3	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Corynebacteriaceae	 Corynebacterium	 Corynebacterium_pyruviciproducens
Otu8478	25	5	7	30	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu8479	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus_wuyishanensis
Otu4376	0	0	0	0	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	 Chthoniobacter_flavus
Otu3415	1	2	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	
Otu3414	1	1	0	1	Bacteria						
Otu1011	0	0	0	0	Bacteria	 Chloroflexi					
Otu1010	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Clostridium_III	
Otu1013	0	1	1	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu1012	2	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu1015	3	2	1	4	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu1014	0	3	2	0	Bacteria						
Otu1017	4	0	1	1	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Iamiaceae	 Aquihabitans	 Aquihabitans_daechungensis
Otu1016	6	0	1	6	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
Otu1019	2	4	2	2	Bacteria						
Otu1018	2	0	0	2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu3419	0	0	0	0	Bacteria						
Otu4378	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae_2	 Desulfotomaculum	
Otu5846	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu5847	0	1	0	0	Bacteria						
Otu5844	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu5845	0	0	0	0	Bacteria						
Otu5842	4	0	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5843	17	41	46	19	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu5840	0	1	2	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptosporangiaceae	 Thermocatellispora	 Thermocatellispora_tengchongensis
Otu5841	0	0	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu5848	0	0	0	0	Bacteria						
Otu5849	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu7034	9	15	17	16	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae		
Otu372	7	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales			
Otu373	3	13	24	4	Bacteria	 Actinobacteria	 Actinobacteria				
Otu370	11	72	66	1	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu371	0	5	7	0	Bacteria						
Otu376	0	1	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu377	1	7	6	1	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu374	1	26	18	0	Bacteria						
Otu375	2	3	5	1	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae		
Otu378	3	4	7	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu379	7	1	1	10	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Sanguibacteraceae	 Sanguibacter	 Sanguibacter_inulinus
Otu7037	4	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu198	0	2	4	0	Bacteria	 Chloroflexi	 Thermomicrobia				
Otu199	2	1	0	8	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu196	22	12	16	20	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Pedomicrobium	 Pedomicrobium_manganicum
Otu197	7	10	10	7	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Terrimonas	
Otu194	12	7	12	8	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu195	0	13	17	0	Bacteria	 Chloroflexi	 Chloroflexia				
Otu192	0	41	40	0	Bacteria						
Otu193	88	35	24	92	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales			
Otu190	1	14	20	3	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azoarcus	
Otu191	0	27	20	1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae		
Otu8193	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu8192	0	0	0	0	Bacteria	 Firmicutes					
Otu8191	2	4	9	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Sporosarcina	 Sporosarcina_siberiensis
Otu8190	0	0	0	0	Bacteria						
Otu3950	0	0	0	0	Bacteria						
Otu8197	0	0	0	0	Bacteria	 Proteobacteria					
Otu6460	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Parachlamydia	 Parachlamydia_acanthamoebae
Otu996	0	4	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	 Clostridium_intestinale
Otu997	3	16	17	6	Bacteria	 Acidobacteria	 Acidobacteria_Gp4				
Otu994	0	2	0	2	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu995	0	3	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu992	0	5	2	0	Bacteria	 Deinococcus_Thermus	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	
Otu993	1	0	1	0	Bacteria						
Otu990	0	6	13	0	Bacteria						
Otu991	6	15	6	11	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobineae_incertae_sedis	 Aciditerrimonas	 Aciditerrimonas_ferrireducens
Otu6300	12	13	12	11	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu6301	0	0	0	0	Bacteria						
Otu6302	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Sporobacter	 Sporobacter_termitidis
Otu6303	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu6304	0	0	2	1	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae		
Otu6305	0	3	0	0	Bacteria						
Otu998	0	0	0	0	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Thermodesulfovibrio	 Thermodesulfovibrio_yellowstonii
Otu999	0	6	4	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu8198	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu3879	0	1	0	0	Bacteria	 BRC1	 Unclassified	 Unclassified	 Unclassified	 BRC1	
Otu3878	0	3	5	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu3309	0	0	2	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu3308	0	4	1	0	Bacteria						
Otu3875	0	1	0	0	Bacteria	 Chloroflexi					
Otu3874	0	4	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	
Otu3877	0	4	1	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Dongia	 Dongia_mobilis
Otu3876	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu3303	0	1	0	0	Bacteria	 Chloroflexi					
Otu3302	1	0	0	0	Bacteria						
Otu3873	0	0	0	0	Bacteria						
Otu3300	0	4	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu1657	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
Otu1656	2	10	10	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu1655	0	0	0	0	Bacteria						
Otu1654	4	5	3	2	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu1653	0	2	1	0	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Litorilinea	 Litorilinea_aerophila
Otu1652	1	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu1651	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiracea_incertae_sedis	 Ruminococcus_gnavus
Otu1650	0	1	1	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1659	0	3	4	1	Bacteria						
Otu1658	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 Byssovorax	 Byssovorax_cruenta
Otu7558	0	0	0	0	Bacteria	 Firmicutes	 Clostridia				
Otu7559	2	0	0	1	Bacteria						
Otu7556	0	0	1	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu7557	0	0	0	0	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu7554	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu7555	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae		
Otu7552	6	18	8	8	Bacteria						
Otu7553	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	
Otu7550	11	0	3	11	Bacteria	 Actinobacteria	 Actinobacteria				
Otu7551	1	1	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Chloroflexaceae	 Roseiflexus	 Roseiflexus_castenholzii
Otu5536	3	0	0	4	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
Otu5537	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Pelagibius	 Pelagibius_litoralis
Otu5534	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu5535	0	1	0	1	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5532	0	0	0	0	Bacteria						
Otu5533	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu5530	0	3	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu5531	4	0	0	2	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia_monticola
Otu8261	0	0	0	0	Bacteria						
Otu8260	0	0	0	0	Bacteria						
Otu8263	1	0	2	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu8262	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae		
Otu8265	0	0	1	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu8264	0	0	0	0	Bacteria						
Otu5538	0	2	1	0	Bacteria						
Otu5539	0	0	0	0	Bacteria						
Otu1226	10	3	0	10	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae		
Otu1227	7	12	21	7	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu1224	0	6	3	0	Bacteria						
Otu1225	0	1	3	1	Bacteria						
Otu1222	12	7	3	4	Bacteria	 Actinobacteria	 Actinobacteria				
Otu1223	8	2	1	7	Bacteria						
Otu1220	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Haliangiaceae	 Haliangium	 Haliangium_ochraceum
Otu1221	22	3	3	10	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Terrimicrobium	 Terrimicrobium_sacchariphilum
Otu5020	0	0	1	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu5021	1	0	4	1	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 bacterium_Ellin5102
Otu5022	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu5023	0	0	0	0	Bacteria						
Otu5024	0	0	2	0	Bacteria						
Otu5025	4	7	5	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1228	22	18	15	10	Bacteria						
Otu1229	1	5	14	0	Bacteria						
Otu4777	0	0	0	0	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 WPS_2	
Otu4776	0	0	0	0	Bacteria						
Otu4775	0	5	4	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu4774	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu4773	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Natranaerobiales	 Natranaerobiaceae	 Dethiobacter	 Dethiobacter_alkaliphilus
Otu4772	0	0	0	1	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Spirochaeta	 Spirochaeta_aurantia
Otu4771	0	0	0	0	Bacteria	 Chloroflexi					
Otu4770	0	0	0	0	Bacteria	 Verrucomicrobia					
Otu4779	0	1	2	0	Bacteria	 Proteobacteria	 Oligoflexia	 Oligoflexales	 Oligoflexaceae	 Oligoflexus	 Oligoflexus_tunisiensis
Otu4778	1	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillibacter	 Oscillibacter_valericigenes
Otu7970	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	 uncultivated_soil
Otu7971	0	0	0	0	Bacteria						
Otu7972	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales			
Otu7973	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Brevibacillus	
Otu7974	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Coxiellaceae	 Aquicella	 Aquicella_siphonis
Otu7975	1	0	0	1	Bacteria						
Otu7976	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu7977	1	2	4	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu7978	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu7979	0	1	0	1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosomonas	 Nitrosomonas_nitrosa
Otu8049	13	4	1	19	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu8048	0	0	0	0	Bacteria	 Bacteroidetes					
Otu3099	0	0	4	0	Bacteria						
Otu3098	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu3097	0	1	0	0	Bacteria						
Otu3096	0	5	6	0	Bacteria						
Otu3095	0	0	0	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
